# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/home/irenest/irene/Candida_susanne/gff/GCF_000182965.3_ASM18296v3_genomic.gff" "-o" "/home/irenest/irene/RNAseq_c_albicans/candida_RNAseq_CDS_counts.txt" "-t" "CDS" "-g" "ID" "-p" "-T" "8" "align/Y10_S10_PEAligned.out.bam" "align/Y10_S10_PEAligned.out.sorted.bam" "align/Y11_S11_PEAligned.out.bam" "align/Y11_S11_PEAligned.out.sorted.bam" "align/Y12_S12_PEAligned.out.bam" "align/Y12_S12_PEAligned.out.sorted.bam" "align/Y1_S1_PEAligned.out.bam" "align/Y1_S1_PEAligned.out.sorted.bam" "align/Y2_S2_PEAligned.out.bam" "align/Y2_S2_PEAligned.out.sorted.bam" "align/Y3_S3_PEAligned.out.bam" "align/Y3_S3_PEAligned.out.sorted.bam" "align/Y4_S4_PEAligned.out.bam" "align/Y4_S4_PEAligned.out.sorted.bam" "align/Y5_S5_PEAligned.out.bam" "align/Y5_S5_PEAligned.out.sorted.bam" "align/Y6_S6_PEAligned.out.bam" "align/Y6_S6_PEAligned.out.sorted.bam" "align/Y7_S7_PEAligned.out.bam" "align/Y7_S7_PEAligned.out.sorted.bam" "align/Y8_S8_PEAligned.out.bam" "align/Y8_S8_PEAligned.out.sorted.bam" "align/Y9_S9_PEAligned.out.bam" "align/Y9_S9_PEAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	align/Y10_S10_PEAligned.out.bam	align/Y10_S10_PEAligned.out.sorted.bam	align/Y11_S11_PEAligned.out.bam	align/Y11_S11_PEAligned.out.sorted.bam	align/Y12_S12_PEAligned.out.bam	align/Y12_S12_PEAligned.out.sorted.bam	align/Y1_S1_PEAligned.out.bam	align/Y1_S1_PEAligned.out.sorted.bam	align/Y2_S2_PEAligned.out.bam	align/Y2_S2_PEAligned.out.sorted.bam	align/Y3_S3_PEAligned.out.bam	align/Y3_S3_PEAligned.out.sorted.bam	align/Y4_S4_PEAligned.out.bam	align/Y4_S4_PEAligned.out.sorted.bam	align/Y5_S5_PEAligned.out.bam	align/Y5_S5_PEAligned.out.sorted.bam	align/Y6_S6_PEAligned.out.bam	align/Y6_S6_PEAligned.out.sorted.bam	align/Y7_S7_PEAligned.out.bam	align/Y7_S7_PEAligned.out.sorted.bam	align/Y8_S8_PEAligned.out.bam	align/Y8_S8_PEAligned.out.sorted.bam	align/Y9_S9_PEAligned.out.bam	align/Y9_S9_PEAligned.out.sorted.bam
cds-XP_718141.2	NC_032089.1	255170	257443	-	2274	810	810	947	947	884	884	1226	1226	1057	1057	983	983	808	808	988	988	1027	1027	1028	1028	933	933	955	955
cds-XP_718142.1	NC_032089.1	257921	258904	+	984	3510	3510	3943	3943	3918	3918	6045	6045	4927	4927	4478	4478	3771	3771	4361	4361	3948	3948	4239	4239	3386	3386	3892	3892
cds-XP_718144.1	NC_032089.1	259647	261173	+	1527	9628	9628	10339	10339	10993	10993	16955	16955	12948	12948	12350	12350	10625	10625	11932	11932	12378	12378	10014	10014	7987	7987	9968	9968
cds-XP_718145.1	NC_032089.1	261359	261838	-	480	2802	2802	2675	2675	3263	3263	4433	4433	3790	3790	2781	2781	2577	2577	3341	3341	2448	2448	3059	3059	1982	1982	3020	3020
cds-XP_718146.1	NC_032089.1	262217	263083	-	867	226	226	265	265	300	300	476	476	388	388	385	385	295	295	372	372	435	435	367	367	304	304	342	342
cds-XP_718147.1	NC_032089.1	263479	264672	-	1194	52207	52207	60543	60543	42788	42788	46118	46118	53117	53117	53583	53583	49381	49381	70245	70245	45920	45920	58426	58426	39244	39244	45314	45314
cds-XP_718148.2	NC_032089.1	265483	267465	-	1983	3281	3281	3655	3655	2895	2895	4725	4725	6198	6198	7117	7117	5387	5387	7990	7990	7748	7748	2995	2995	2293	2293	2588	2588
cds-XP_019330609.1	NC_032089.1;NC_032089.1	269372;269989	269611;270012	-;-	264	23796	23796	23692	23692	30787	30787	55194	55194	42792	42792	38990	38990	34824	34824	37984	37984	31172	31172	28902	28902	15523	15523	30612	30612
cds-XP_718150.2	NC_032089.1	270319	271974	-	1656	3433	3433	3867	3867	3900	3900	4693	4693	3609	3609	2876	2876	3187	3187	3677	3677	2671	2671	3624	3624	3378	3378	3656	3656
cds-XP_718151.2	NC_032089.1	272374	274197	-	1824	1542	1542	1865	1865	998	998	1210	1210	1206	1206	1144	1144	1109	1109	1658	1658	1105	1105	1412	1412	1058	1058	1251	1251
cds-XP_718152.1	NC_032089.1	275477	276952	-	1476	2234	2234	2362	2362	2402	2402	4417	4417	3701	3701	2951	2951	2670	2670	3408	3408	2764	2764	2504	2504	1668	1668	2347	2347
cds-XP_718153.1	NC_032089.1	278222	279262	-	1041	1688	1688	1748	1748	2055	2055	2923	2923	2151	2151	1811	1811	1384	1384	1884	1884	1778	1778	1787	1787	1321	1321	1636	1636
cds-XP_019330610.1	NC_032089.1	280421	280819	-	399	25	25	17	17	8	8	31	31	19	19	19	19	20	20	34	34	21	21	11	11	15	15	9	9
cds-XP_718154.2	NC_032089.1	282437	284137	+	1701	6846	6846	7966	7966	7355	7355	8583	8583	7076	7076	7654	7654	5701	5701	7135	7135	7962	7962	7294	7294	5807	5807	6935	6935
cds-XP_718155.2	NC_032089.1	284639	287617	+	2979	2796	2796	3115	3115	3450	3450	5369	5369	4232	4232	3482	3482	3094	3094	3597	3597	3315	3315	3185	3185	2583	2583	3191	3191
cds-XP_718156.2	NC_032089.1	288033	289328	+	1296	6013	6013	6766	6766	6395	6395	8411	8411	7009	7009	6040	6040	5502	5502	7020	7020	5873	5873	6301	6301	4861	4861	5791	5791
cds-XP_718157.1	NC_032089.1	289699	290448	-	750	148128	148128	160722	160722	172332	172332	244513	244513	194250	194250	172205	172205	147861	147861	177974	177974	147308	147308	170543	170543	101927	101927	164366	164366
cds-XP_718158.1	NC_032089.1	291847	292449	+	603	9352	9352	10336	10336	10543	10543	16649	16649	15206	15206	14040	14040	11061	11061	14461	14461	13459	13459	11206	11206	7367	7367	11075	11075
cds-XP_718161.2	NC_032089.1	299614	301767	+	2154	213	213	245	245	86	86	164	164	221	221	172	172	130	130	215	215	137	137	161	161	147	147	166	166
cds-XP_718163.1	NC_032089.1	305308	306012	-	705	6151	6151	6804	6804	6184	6184	6757	6757	6282	6282	6373	6373	5680	5680	7058	7058	5519	5519	6464	6464	4179	4179	5908	5908
cds-XP_718164.2	NC_032089.1	306618	308486	-	1869	17834	17834	18851	18851	20687	20687	31317	31317	22646	22646	19855	19855	19631	19631	22139	22139	17514	17514	19567	19567	15697	15697	19398	19398
cds-XP_718165.1	NC_032089.1	309122	310972	+	1851	1622	1622	1746	1746	1638	1638	1947	1947	1578	1578	1886	1886	1482	1482	1638	1638	1907	1907	1754	1754	1454	1454	1541	1541
cds-XP_718167.1	NC_032089.1	311200	312759	+	1560	1486	1486	1717	1717	1582	1582	2434	2434	1848	1848	1833	1833	1567	1567	1729	1729	1570	1570	1736	1736	1190	1190	1691	1691
cds-XP_718168.2	NC_032089.1	313161	317798	+	4638	12047	12047	13592	13592	8963	8963	7286	7286	9269	9269	9365	9365	7830	7830	11048	11048	7484	7484	10380	10380	8033	8033	9826	9826
cds-XP_718170.1	NC_032089.1	317950	318471	-	522	1314	1314	1374	1374	1607	1607	3280	3280	2334	2334	1746	1746	1559	1559	2000	2000	1615	1615	1512	1512	1266	1266	1485	1485
cds-XP_718171.1	NC_032089.1	318929	319459	+	531	3038	3038	2910	2910	3922	3922	5956	5956	3961	3961	3684	3684	2836	2836	3654	3654	3789	3789	3077	3077	2328	2328	3218	3218
cds-XP_718172.1	NC_032089.1	319665	323369	-	3705	28441	28441	31694	31694	30490	30490	40658	40658	36608	36608	31647	31647	29188	29188	33419	33419	28497	28497	29622	29622	24505	24505	29029	29029
cds-XP_718173.2	NC_032089.1	323650	324531	+	882	3884	3884	4132	4132	4719	4719	7135	7135	4293	4293	4302	4302	3670	3670	4563	4563	4344	4344	4036	4036	4274	4274	4073	4073
cds-XP_019330611.1	NC_032089.1;NC_032089.1	324887;325918	325739;325940	-;-	876	105	105	103	103	105	105	123	123	95	95	76	76	87	87	97	97	69	69	183	183	139	139	137	137
cds-XP_718175.2	NC_032089.1	326428	327426	-	999	293	293	289	289	297	297	519	519	399	399	334	334	332	332	448	448	310	310	375	375	274	274	347	347
cds-XP_718176.2	NC_032089.1	331354	332037	+	684	1125	1125	1303	1303	1332	1332	1588	1588	1370	1370	1175	1175	1256	1256	1410	1410	949	949	1216	1216	1107	1107	1221	1221
cds-XP_019330612.1	NC_032089.1;NC_032089.1	332721;333303	332734;334077	+;+	789	12356	12356	13003	13003	14300	14300	24784	24784	18486	18486	14730	14730	14592	14592	16811	16811	12027	12027	13826	13826	9466	9466	13841	13841
cds-XP_718178.1	NC_032089.1	334643	336025	+	1383	1627	1627	1716	1716	1698	1698	2471	2471	2075	2075	2204	2204	1489	1489	1850	1850	2175	2175	1682	1682	1354	1354	1604	1604
cds-XP_718179.2	NC_032089.1	336700	341496	-	4797	2886	2886	3166	3166	2786	2786	4260	4260	3221	3221	2742	2742	2856	2856	3290	3290	2548	2548	2856	2856	2722	2722	2615	2615
cds-XP_718180.1	NC_032089.1	341928	342440	-	513	2908	2908	3023	3023	3428	3428	5762	5762	3681	3681	3351	3351	2837	2837	3571	3571	3640	3640	3062	3062	2575	2575	2995	2995
cds-XP_718181.1	NC_032089.1	342930	343901	-	972	24370	24370	25735	25735	23383	23383	28126	28126	28042	28042	28388	28388	24050	24050	30353	30353	23391	23391	25422	25422	16050	16050	21350	21350
cds-XP_718182.2	NC_032089.1	345562	348762	+	3201	4728	4728	5207	5207	5648	5648	8233	8233	6061	6061	6335	6335	4608	4608	5046	5046	6268	6268	4266	4266	4683	4683	4615	4615
cds-XP_718183.1	NC_032089.1	351098	353101	+	2004	1256	1256	1231	1231	1242	1242	1366	1366	1362	1362	2318	2318	1084	1084	1474	1474	2230	2230	1133	1133	1040	1040	1021	1021
cds-XP_712976.1	NC_032089.1	357079	359466	+	2388	83	83	94	94	68	68	174	174	128	128	154	154	141	141	139	139	163	163	95	95	69	69	66	66
cds-XP_712975.2	NC_032089.1	361029	362930	+	1902	626	626	733	733	669	669	916	916	860	860	651	651	643	643	814	814	644	644	680	680	628	628	672	672
cds-XP_712974.2	NC_032089.1	364172	366307	+	2136	835	835	1060	1060	948	948	1375	1375	1189	1189	1055	1055	965	965	1082	1082	1046	1046	971	971	749	749	987	987
cds-XP_712973.1	NC_032089.1	366730	367860	+	1131	609	609	654	654	590	590	820	820	554	554	546	546	437	437	541	541	536	536	684	684	575	575	603	603
cds-XP_712971.2	NC_032089.1	367933	369807	-	1875	1628	1628	1772	1772	1768	1768	2702	2702	2049	2049	1842	1842	1601	1601	1781	1781	1507	1507	2010	2010	1501	1501	1958	1958
cds-XP_019330613.1	NC_032089.1;NC_032089.1	372225;372423	372266;375440	+;+	3060	3871	3871	4486	4486	2444	2444	4768	4768	5150	5150	5026	5026	3998	3998	6101	6101	4604	4604	3595	3595	2371	2371	2815	2815
cds-XP_712969.1	NC_032089.1	375835	376554	+	720	1068	1068	1237	1237	1112	1112	1765	1765	1402	1402	1402	1402	1093	1093	1405	1405	1300	1300	1086	1086	948	948	1057	1057
cds-XP_712968.1	NC_032089.1	376645	378174	-	1530	1172	1172	1253	1253	1227	1227	1648	1648	1309	1309	1294	1294	958	958	1254	1254	1192	1192	1396	1396	943	943	1247	1247
cds-XP_712967.1	NC_032089.1	378463	379650	-	1188	1147	1147	1237	1237	1352	1352	1797	1797	1441	1441	1380	1380	1085	1085	1396	1396	1372	1372	1232	1232	1207	1207	1283	1283
cds-XP_712965.1	NC_032089.1	380212	380784	-	573	1092	1092	1285	1285	1124	1124	1162	1162	1015	1015	1139	1139	835	835	1017	1017	1108	1108	1170	1170	949	949	1095	1095
cds-XP_712964.1	NC_032089.1	381538	382092	-	555	110	110	158	158	165	165	523	523	465	465	305	305	263	263	503	503	332	332	157	157	96	96	97	97
cds-XP_712963.1	NC_032089.1	382760	383590	-	831	940	940	978	978	1057	1057	1680	1680	1153	1153	1158	1158	909	909	1117	1117	1055	1055	1029	1029	801	801	957	957
cds-XP_712962.1	NC_032089.1	383753	384670	+	918	5421	5421	6065	6065	6649	6649	8210	8210	6461	6461	5883	5883	4919	4919	6450	6450	5977	5977	5798	5798	4170	4170	5735	5735
cds-XP_712961.1	NC_032089.1	384790	386280	-	1491	12827	12827	14210	14210	13825	13825	22369	22369	17128	17128	14502	14502	14782	14782	16608	16608	12911	12911	14833	14833	11888	11888	13471	13471
cds-XP_712960.2	NC_032089.1	386597	388924	-	2328	1615	1615	1769	1769	1674	1674	1483	1483	1209	1209	936	936	974	974	1183	1183	1057	1057	1572	1572	1367	1367	1565	1565
cds-XP_712959.2	NC_032089.1	389271	390800	-	1530	2361	2361	2719	2719	2506	2506	3122	3122	2619	2619	2552	2552	1856	1856	2334	2334	2656	2656	2440	2440	2017	2017	2619	2619
cds-XP_712958.2	NC_032089.1	391247	392764	-	1518	1976	1976	2338	2338	1797	1797	1840	1840	1829	1829	1896	1896	1561	1561	1909	1909	1614	1614	2101	2101	1645	1645	1902	1902
cds-XP_712957.2	NC_032089.1	393296	394360	+	1065	6399	6399	6853	6853	6838	6838	9278	9278	7189	7189	6399	6399	6279	6279	7336	7336	5458	5458	7404	7404	5420	5420	6616	6616
cds-XP_712956.2	NC_032089.1	395587	399411	+	3825	14606	14606	16201	16201	16666	16666	31868	31868	24845	24845	21759	21759	21448	21448	23928	23928	20189	20189	14656	14656	13603	13603	15070	15070
cds-XP_019330614.1	NC_032089.1;NC_032089.1	400591;400906	400619;401977	+;+	1101	440	440	530	530	414	414	1059	1059	874	874	701	701	566	566	774	774	999	999	525	525	407	407	508	508
cds-XP_712954.1	NC_032089.1	402263	402769	-	507	1700	1700	1657	1657	1721	1721	2175	2175	1801	1801	1618	1618	1273	1273	1651	1651	1595	1595	1708	1708	1572	1572	1733	1733
cds-XP_712953.1	NC_032089.1	403144	403689	-	546	663	663	756	756	710	710	1685	1685	1227	1227	992	992	930	930	1219	1219	941	941	791	791	571	571	842	842
cds-XP_019330615.1	NC_032089.1	405749	406027	+	279	5	5	10	10	6	6	1	1	10	10	0	0	11	11	9	9	1	1	1	1	5	5	9	9
cds-XP_712952.2	NC_032089.1	406673	408310	+	1638	2897	2897	3405	3405	2905	2905	2787	2787	2357	2357	8989	8989	2228	2228	2201	2201	7774	7774	2988	2988	2160	2160	3161	3161
cds-XP_712951.1	NC_032089.1	411340	412368	+	1029	56	56	66	66	31	31	51	51	30	30	15	15	47	47	37	37	20	20	27	27	50	50	60	60
cds-XP_712950.2	NC_032089.1	412817	413818	+	1002	2030	2030	2288	2288	2070	2070	2681	2681	1990	1990	2004	2004	1505	1505	2190	2190	1751	1751	2455	2455	1585	1585	2091	2091
cds-XP_019330616.1	NC_032089.1;NC_032089.1	414090;416215	416136;416273	-;-	2106	646	646	759	759	619	619	599	599	556	556	469	469	448	448	487	487	507	507	656	656	647	647	732	732
cds-XP_712948.1	NC_032089.1	416452	417075	+	624	518	518	576	576	526	526	601	601	452	452	499	499	401	401	500	500	508	508	505	505	465	465	517	517
cds-XP_712947.1	NC_032089.1	417078	417521	-	444	534	534	607	607	459	459	478	478	441	441	517	517	405	405	434	434	446	446	619	619	392	392	511	511
cds-XP_713755.2	NC_032089.1	418019	420493	-	2475	1732	1732	1743	1743	1684	1684	1380	1380	1405	1405	1591	1591	1239	1239	1551	1551	1286	1286	1756	1756	1516	1516	1686	1686
cds-XP_713757.1	NC_032089.1	421264	423846	-	2583	2507	2507	2668	2668	1961	1961	7216	7216	5673	5673	4790	4790	4064	4064	5197	5197	4614	4614	2651	2651	1927	1927	2222	2222
cds-XP_019330617.1	NC_032089.1;NC_032089.1	425985;426377	426012;426615	+;+	267	735	735	866	866	861	861	796	796	636	636	621	621	522	522	563	563	478	478	881	881	646	646	822	822
cds-XP_713758.1	NC_032089.1	427843	428838	+	996	55	55	45	45	29	29	74	74	46	46	61	61	56	56	74	74	56	56	27	27	25	25	33	33
cds-XP_713759.1	NC_032089.1	429371	430510	+	1140	1182	1182	1226	1226	1293	1293	2740	2740	2135	2135	1560	1560	1605	1605	1987	1987	1462	1462	1210	1210	1111	1111	1287	1287
cds-XP_713760.2	NC_032089.1	430507	431994	-	1488	1452	1452	1409	1409	1329	1329	1979	1979	1569	1569	1248	1248	1366	1366	1527	1527	1195	1195	1301	1301	1309	1309	1278	1278
cds-XP_713761.2	NC_032089.1	432225	433841	+	1617	640	640	711	711	791	791	781	781	592	592	513	513	463	463	580	580	483	483	597	597	588	588	658	658
cds-XP_713762.1	NC_032089.1	434412	436049	-	1638	308	308	411	411	212	212	224	224	235	235	245	245	196	196	213	213	218	218	309	309	221	221	268	268
cds-XP_713763.1	NC_032089.1	442448	444235	-	1788	11068	11068	12462	12462	10177	10177	22730	22730	22969	22969	49560	49560	14625	14625	23037	23037	39933	39933	13770	13770	12097	12097	12214	12214
cds-XP_713764.1	NC_032089.1	449253	450800	-	1548	1952	1952	2037	2037	2238	2238	2704	2704	2123	2123	7235	7235	1870	1870	2243	2243	6627	6627	2116	2116	1797	1797	1896	1896
cds-XP_713766.2	NC_032089.1	452164	454191	+	2028	804	804	1004	1004	979	979	1585	1585	1468	1468	7918	7918	1325	1325	1749	1749	7084	7084	909	909	746	746	826	826
cds-XP_713767.1	NC_032089.1	454396	454902	+	507	253	253	339	339	348	348	555	555	392	392	464	464	357	357	412	412	470	470	372	372	237	237	347	347
cds-XP_713768.1	NC_032089.1	454861	455823	-	963	311	311	281	281	265	265	358	358	312	312	666	666	318	318	403	403	601	601	278	278	199	199	276	276
cds-XP_713769.2	NC_032089.1	456751	457911	+	1161	2121	2121	2302	2302	2283	2283	3008	3008	2659	2659	9752	9752	2266	2266	3031	3031	9333	9333	2191	2191	1965	1965	2110	2110
cds-XP_713770.1	NC_032089.1	458366	459304	+	939	1323	1323	1460	1460	1363	1363	2011	2011	1731	1731	1434	1434	1383	1383	1646	1646	1366	1366	1365	1365	1299	1299	1301	1301
cds-XP_713771.2	NC_032089.1	459294	460130	-	837	280	280	235	235	230	230	316	316	256	256	296	296	201	201	241	241	301	301	263	263	241	241	208	208
cds-XP_713772.2	NC_032089.1	461070	462782	+	1713	3204	3204	3306	3306	2590	2590	1461	1461	1814	1814	2166	2166	1254	1254	1859	1859	1948	1948	3031	3031	2705	2705	2601	2601
cds-XP_713773.1	NC_032089.1	462849	463859	-	1011	609	609	682	682	641	641	1041	1041	695	695	565	565	608	608	659	659	574	574	748	748	640	640	722	722
cds-XP_713774.1	NC_032089.1	465637	467649	+	2013	5314	5314	5766	5766	5128	5128	6628	6628	5662	5662	4766	4766	4845	4845	5361	5361	4266	4266	4975	4975	4963	4963	4761	4761
cds-XP_713775.1	NC_032089.1	469116	471743	+	2628	6277	6277	7584	7584	4135	4135	5351	5351	5140	5140	5093	5093	5075	5075	6641	6641	3980	3980	6476	6476	4674	4674	4654	4654
cds-XP_713776.1	NC_032089.1	474919	475644	+	726	840	840	829	829	699	699	1183	1183	1054	1054	870	870	780	780	897	897	764	764	938	938	886	886	789	789
cds-XP_713777.2	NC_032089.1	475896	477035	-	1140	2849	2849	3040	3040	3051	3051	4347	4347	2934	2934	2600	2600	2427	2427	3005	3005	2567	2567	2963	2963	2737	2737	3019	3019
cds-XP_713778.2	NC_032089.1	477305	478183	-	879	181	181	202	202	148	148	216	216	218	218	137	137	219	219	264	264	125	125	172	172	140	140	162	162
cds-XP_713779.2	NC_032089.1	478626	481568	-	2943	1631	1631	1639	1639	1578	1578	2281	2281	1813	1813	1427	1427	1622	1622	1749	1749	1550	1550	1376	1376	1414	1414	1450	1450
cds-XP_713780.2	NC_032089.1	482379	483590	-	1212	1426	1426	1400	1400	1393	1393	2331	2331	1740	1740	1695	1695	1574	1574	1783	1783	1508	1508	1362	1362	1356	1356	1260	1260
cds-XP_713781.1	NC_032089.1	483698	484063	+	366	464	464	573	573	486	486	688	688	579	579	423	423	469	469	621	621	398	398	452	452	567	567	462	462
cds-XP_713782.1	NC_032089.1	484174	484539	-	366	538	538	610	610	659	659	822	822	625	625	536	536	448	448	511	511	454	454	694	694	561	561	583	583
cds-XP_713784.2	NC_032089.1	484846	486477	-	1632	2854	2854	3242	3242	2795	2795	3935	3935	3173	3173	3116	3116	2733	2733	3281	3281	2871	2871	3086	3086	2851	2851	2856	2856
cds-XP_019330618.1	NC_032089.1;NC_032089.1	487350;488178	487714;488196	-;-	384	16932	16932	17356	17356	18315	18315	30914	30914	25263	25263	22481	22481	23816	23816	24444	24444	17133	17133	20933	20933	15429	15429	18423	18423
cds-XP_713785.1	NC_032089.1	489332	490138	+	807	1042	1042	1061	1061	1209	1209	2399	2399	1715	1715	1542	1542	1313	1313	1608	1608	1420	1420	984	984	1048	1048	984	984
cds-XP_713787.2	NC_032089.1	490252	492177	-	1926	236	236	280	280	229	229	267	267	227	227	187	187	271	271	284	284	165	165	268	268	226	226	217	217
cds-XP_713788.2	NC_032089.1	492588	496217	-	3630	1070	1070	1075	1075	561	561	749	749	673	673	501	501	573	573	771	771	483	483	813	813	744	744	608	608
cds-XP_721425.2	NC_032089.1	498351	498953	-	603	152	152	150	150	192	192	153	153	140	140	98	98	119	119	143	143	137	137	118	118	151	151	172	172
cds-XP_721426.2	NC_032089.1	499217	501709	+	2493	794	794	834	834	690	690	719	719	641	641	510	510	508	508	684	684	549	549	635	635	671	671	662	662
cds-XP_721427.2	NC_032089.1	502050	503384	-	1335	983	983	1138	1138	943	943	1565	1565	1172	1172	823	823	1023	1023	1185	1185	688	688	1112	1112	1388	1388	976	976
cds-XP_721428.2	NC_032089.1	504151	505224	-	1074	2552	2552	2726	2726	2785	2785	2945	2945	1999	1999	1492	1492	1468	1468	1879	1879	1593	1593	2770	2770	2656	2656	2610	2610
cds-XP_721429.2	NC_032089.1	505969	511662	-	5694	106948	106948	118896	118896	107009	107009	123721	123721	111636	111636	90994	90994	92642	92642	111236	111236	81340	81340	115021	115021	87281	87281	104251	104251
cds-XP_721430.2	NC_032089.1	515594	517525	-	1932	10669	10669	12269	12269	10365	10365	13829	13829	11552	11552	10002	10002	9920	9920	12435	12435	9366	9366	11070	11070	8713	8713	9729	9729
cds-XP_721432.2	NC_032089.1	518168	519169	-	1002	832	832	1001	1001	966	966	1059	1059	770	770	673	673	558	558	724	724	545	545	939	939	857	857	926	926
cds-XP_721433.2	NC_032089.1	520056	520586	-	531	1701	1701	1764	1764	1967	1967	3076	3076	2231	2231	1535	1535	1903	1903	2149	2149	1333	1333	1808	1808	2199	2199	1629	1629
cds-XP_721434.1	NC_032089.1	521288	521950	+	663	121743	121743	130237	130237	143404	143404	196013	196013	158529	158529	133690	133690	116200	116200	150546	150546	118999	118999	136513	136513	89567	89567	132823	132823
cds-XP_721435.1	NC_032089.1	522615	523085	+	471	109	109	141	141	130	130	367	367	258	258	183	183	193	193	258	258	177	177	92	92	141	141	84	84
cds-XP_721436.1	NC_032089.1	523976	524734	+	759	5395	5395	5983	5983	5729	5729	7750	7750	5839	5839	5121	5121	6029	6029	6175	6175	4115	4115	6500	6500	5671	5671	5826	5826
cds-XP_721437.1	NC_032089.1	524841	526862	-	2022	2535	2535	2907	2907	2693	2693	2792	2792	2010	2010	1960	1960	1828	1828	2139	2139	1816	1816	2627	2627	3054	3054	2457	2457
cds-XP_721438.1	NC_032089.1	527100	527726	+	627	562	562	681	681	675	675	782	782	602	602	640	640	505	505	691	691	604	604	622	622	535	535	628	628
cds-XP_721439.1	NC_032089.1	528029	528760	+	732	827	827	982	982	931	931	1301	1301	1076	1076	975	975	798	798	1006	1006	927	927	909	909	825	825	953	953
cds-XP_721440.1	NC_032089.1	530172	531908	+	1737	105	105	160	160	60	60	116	116	74	74	62	62	78	78	101	101	76	76	111	111	44	44	93	93
cds-XP_721441.2	NC_032089.1	532403	534163	-	1761	6964	6964	7451	7451	7475	7475	14711	14711	11207	11207	9186	9186	9101	9101	9787	9787	7572	7572	8147	8147	6108	6108	7836	7836
cds-XP_721444.1	NC_032089.1	537385	539079	-	1695	335	335	356	356	259	259	305	305	210	210	162	162	226	226	279	279	189	189	295	295	269	269	276	276
cds-XP_721445.2	NC_032089.1	540001	541512	+	1512	49	49	68	68	28	28	83	83	47	47	51	51	74	74	83	83	40	40	62	62	55	55	48	48
cds-XP_721446.1	NC_032089.1	541722	542600	-	879	545	545	623	623	397	397	5279	5279	6078	6078	7704	7704	5754	5754	7647	7647	6318	6318	663	663	394	394	431	431
cds-XP_721447.1	NC_032089.1	544056	544805	+	750	571	571	664	664	601	601	3755	3755	3086	3086	2942	2942	2235	2235	3032	3032	2852	2852	744	744	555	555	633	633
cds-XP_721448.2	NC_032089.1	545022	549395	+	4374	6889	6889	7953	7953	7261	7261	10539	10539	8337	8337	6612	6612	6648	6648	7672	7672	6812	6812	7168	7168	6209	6209	6994	6994
cds-XP_721450.1	NC_032089.1	549494	550573	-	1080	6592	6592	7304	7304	6747	6747	14752	14752	11672	11672	11787	11787	11362	11362	13746	13746	10628	10628	7133	7133	5243	5243	6306	6306
cds-XP_721451.2	NC_032089.1	550937	552376	-	1440	538	538	599	599	538	538	2180	2180	1539	1539	1204	1204	1101	1101	1360	1360	1052	1052	616	616	526	526	620	620
cds-XP_721452.1	NC_032089.1	552858	553373	-	516	4989	4989	5656	5656	6027	6027	9723	9723	6952	6952	6250	6250	5440	5440	6595	6595	5674	5674	5903	5903	4287	4287	5687	5687
cds-XP_721453.2	NC_032089.1	553758	554360	+	603	7865	7865	8474	8474	9827	9827	14429	14429	9437	9437	8555	8555	7033	7033	9025	9025	8400	8400	9347	9347	6241	6241	8967	8967
cds-XP_721455.2	NC_032089.1	554577	555404	-	828	2202	2202	2382	2382	2386	2386	3105	3105	2205	2205	2165	2165	1699	1699	2188	2188	2216	2216	2422	2422	1844	1844	2417	2417
cds-XP_721456.2	NC_032089.1	555675	558101	-	2427	149	149	134	134	76	76	79	79	99	99	30	30	99	99	116	116	99	99	119	119	96	96	101	101
cds-XP_721457.2	NC_032089.1	558921	561449	-	2529	647	647	609	609	618	618	798	798	661	661	715	715	576	576	652	652	667	667	586	586	497	497	569	569
cds-XP_721458.1	NC_032089.1	562357	562659	-	303	12	12	9	9	3	3	17	17	8	8	9	9	7	7	19	19	7	7	16	16	5	5	7	7
cds-XP_019330619.1	NC_032089.1	564255	564428	-	174	731	731	808	808	890	890	772	772	774	774	734	734	513	513	618	618	615	615	937	937	593	593	831	831
cds-XP_721459.2	NC_032089.1	565683	567173	+	1491	17674	17674	19742	19742	19282	19282	28630	28630	22019	22019	20030	20030	17535	17535	21274	21274	19386	19386	19514	19514	15471	15471	18189	18189
cds-XP_721460.1	NC_032089.1	567442	568635	+	1194	1340	1340	1652	1652	1708	1708	2451	2451	1913	1913	1651	1651	1301	1301	1705	1705	1553	1553	1527	1527	1325	1325	1463	1463
cds-XP_721461.1	NC_032089.1	574220	575107	+	888	221	221	275	275	213	213	162	162	153	153	155	155	151	151	217	217	166	166	188	188	183	183	186	186
cds-XP_721462.1	NC_032089.1	575478	576398	-	921	319	319	330	330	380	380	605	605	449	449	473	473	350	350	356	356	358	358	332	332	339	339	389	389
cds-XP_721463.2	NC_032089.1	576658	579045	-	2388	9754	9754	10631	10631	10361	10361	12632	12632	12006	12006	10459	10459	9108	9108	11597	11597	10102	10102	9973	9973	7642	7642	9500	9500
cds-XP_721464.1	NC_032089.1	579750	580802	+	1053	7922	7922	8791	8791	9676	9676	14669	14669	10509	10509	10364	10364	7493	7493	9415	9415	10240	10240	8776	8776	6098	6098	9063	9063
