From	Entry	Gene Names (primary)
XP_019330758.1	Q5A0M4	EFT2
XP_723484.2	Q5APG7	EFR3
XP_715151.1	Q5A013	EFM7
XP_717240.1	Q5A653	EFM5
XP_019330778.1	A0A1D8PHH0	EFM4
XP_711489.1	Q59P39	EFH1
XP_714237.2	Q59X67	EFG1
XP_019330928.1	A0A1D8PM35	EFB1
XP_712246.1	A0A1D8PM93	EDC3
XP_722579.2	Q5ALP1	EDC1
XP_715373.1	Q5A0H8	ECS3
XP_712798.1	A0A1D8PHE5	ECS2
XP_714411.2	A0A1D8PIN7	ECS1
XP_717591.2	A0A1D8PE50	ECO1
XP_713324.1	Q59US7	ECM7
XP_721338.1	Q5AH38	ECM42
XP_019331062.1	A0A1D8PS56	ECM4
XP_716986.1	Q5A5B6	ECM39
XP_709964.2	A0A1D8PLV5	ECM38
XP_720564.2	Q5AGC4	ECM331
XP_019330626.1	A0A1D8PCY4	ECM33
XP_722605.2	A0A1D8PGN3	ECM3
XP_719868.2	A0A1D8PKU7	ECM29
XP_722168.2	A0A1D8PFN0	ECM25
XP_710396.1	Q59KX3	ECM22
XP_723570.2	A0A1D8PET4	ECM21
XP_720007.2	A0A1D8PJM5	ECM18
XP_712759.2	A0A1D8PJM5	ECM18
XP_714270.2	A0A1D8PHL8	ECM17
XP_019330882.1	A0A1D8PKH0	ECM15
XP_719995.2	A0A1D8PJK3	ECM14
XP_717103.2	A0A1D8PLZ5	ECM1
XP_716282.1	Q5A318	ECI1
XP_711594.1	Q07730	ECE1
XP_715357.1	Q5A0J5	EBP7
XP_714331.2	A0A1D8PPK1	EBP1
XP_714572.2	G1UBC2	EAP1
XP_717360.1	Q5A6Q7	EAF7
XP_711884.1	Q59QC2	EAF6
XP_710085.1	Q59K07	EAF3
XP_723208.2	A0A1D8PK53	DYN1
XP_718145.1	P0CY19	DUT1
XP_716804.1	Q5A4Y0	DUS4
XP_722607.2	Q5ALL3	DUS3
XP_715006.2	A0A1D8PFU4	DUR7
XP_713358.1	Q59UP3	DUR4
XP_723128.2	A0A1D8PJY8	DUR35
XP_722221.1	Q5AKW0	DUR32
XP_711409.1	A0A1D8PNR5	DUR31
XP_713591.2	A0A1D8PDB5	DUR3
XP_711555.1	Q59P88	DUO1
XP_019330983.1	A0A1D8PP50	DUN1
XP_716981.1	Q5A5C1	DUG3
XP_721825.2	Q5AKA5	DUG1
XP_019330847.1	A0A1D8PJK2	DTD2
XP_712660.2	A0A1D8PTD9	DSL1
XP_714471.1	Q59Y20	DSE1
XP_719874.1	Q5ADR3	DRS2
XP_719395.1	Q5ACK7	DRS1
XP_717620.1	Q5A779	DRG1
XP_715756.1	Q5A218	DRE2
XP_714872.2	Q59Z17	DQD1
XP_713240.1	Q59UF7	DPS1-1
XP_721302.1	Q5AH74	DPP3
XP_713022.1	Q59TT9	DPP2
XP_713790.1	Q59W68	DPP1
XP_019330909.1	A0A1D8PLF1	DPM3
XP_019330985.1	A0A1D8PPC1	DPM2
XP_717611.2	A0A1D8PEA2	DPM1
XP_711428.2	Q59NX9	DPH5
XP_711434.2	Q59NX9	DPH5
XP_712627.2	Q59SJ9	DPH2
XP_710915.2	Q59MG1	DPH1
XP_719534.2	A0A1D8PG40	DPB4
XP_719326.1	A0A1D8PU38	DPB2
XP_718213.2	A0A1D8PS02	DOT6
XP_717789.1	Q5A7P9	DOT5
XP_711590.2	A0A1D8PLU4	DOT4
XP_716067.1	Q5A309	DOT1
XP_722232.1	Q5AKU7	DOS2
XP_714584.2	A0A1D8PNB4	DOP1
XP_713252.2	A0A1D8PSD0	DOM34
XP_716702.2	A0A1D8PPR2	DOG1
XP_715008.1	A0A1D8PFU3	DOA4
XP_716997.2	A0A1D8PR66	DOA10
XP_723515.2	A0A1D8PEM3	DOA1
XP_714693.1	A0A1D8PKC9	DNM1
XP_720433.2	A0A1D8PLQ7	DNF3
XP_716771.2	A0A1D8PMY6	DNF2
XP_720018.2	A0A1D8PJN3	DNF1
XP_712310.2	A0A1D8PPB3	DNA2
XP_716110.1	Q5A2W2	DML1
XP_711959.2	A0A1D8PD40	DLT1
XP_019330712.1	A0A1D8PFE4	DLH1
XP_719852.1	Q5ADT6	DLD2
XP_715346.2	A0A1D8PGR9	DLD1
XP_711209.2	A0A1D8PEX2	DJP1
XP_717417.1	Q5A6K0	DIT2
XP_710261.1	A0A1D8PSU4	DIT1
XP_721441.2	A0A1D8PCR4	DIP5
XP_717643.1	Q5A756	DIP2
XP_722214.1	Q5AKW7	DIM1
XP_714677.2	Q59YV2	DIE2
XP_718788.1	Q5AAW3	DHH1
XP_716965.1	Q5A5E0	DFR1
XP_720375.1	Q5AFI4	DFI1
XP_719522.1	Q5ACZ2	DFG5
XP_721004.1	Q5AHB5	DFG16
XP_712593.2	A0A1D8PIB6	DFG10
XP_721956.1	Q5AJX2	DES1
XP_715168.2	Q59ZZ6	DEM1
XP_719323.2	G1UB67	DEF1
XP_722694.2	Q5AMM4	DEF1
XP_712154.1	Q59R18	DED81
XP_716633.1	Q5A4E2	DED1
XP_714253.1	Q59X49	DDR48
XP_715056.1	A0A1D8PFX6	DDI1
XP_719944.2	A0A1D8PJM0	DDC1
XP_719439.1	Q5AD78	DCW1
XP_717201.1	A0A1D8PM62	DCR1
XP_716213.2	A0A1D8PTQ2	DCP2
XP_019330884.1	Q5ADL9	DCN1
XP_720940.2	A0A1D8PH14	DCK2
XP_720939.2	A0A1D8PH11	DCK1
XP_719943.2	A0A1D8PJG9	DCG1
XP_720374.1	A0A1D8PQK7	DCC1
XP_710844.2	A0A1D8PPT8	DBR1
XP_716703.2	Q5A4P9	DBP9
XP_711718.1	Q59PR3	DBP8
XP_712474.1	Q59S50	DBP7
XP_711043.2	Q59MW2	DBP6
XP_721738.2	Q5AJD0	DBP5
XP_720463.1	Q5AF95	DBP4
XP_723554.1	Q5APT8	DBP3
XP_019331065.1	Q59LU0	DBP2
XP_723201.1	Q5ANB2	DBP10
XP_716988.1	Q5A5B4	DBF4
XP_710294.2	Q59KM8	DBF2
XP_720628.2	A0A1D8PNK0	DAP2
XP_717352.1	Q5A6R5	DAP1
XP_711585.2	A0A1D8PLT7	DAO2
XP_721563.2	A0A1D8PD33	DAO1
XP_723523.1	Q5APC8	DAM1
XP_712757.1	Q59SR3	DAL9
XP_717943.1	Q5A876	DAL81
XP_723075.1	Q5ANP1	DAL8
XP_722226.1	Q5AKV4	DAL7
XP_714624.2	A0A1D8PN89	DAL52
XP_720004.1	Q5AEF9	DAL5
XP_720008.2	A0A1D8PJM4	DAL4
XP_720055.2	A0A1D8PJM4	DAL4
XP_717825.1	Q5A7L5	DAL1
XP_723463.1	A0A1D8PEI2	DAK2
XP_722755.1	Q5AMF9	DAG7
XP_019331103.1	A0A1D8PTL5	DAD4
XP_713496.1	Q59VC6	DAD3
XP_714910.1	Q59ZG8	DAD2
XP_019330728.1	A0A1D8PFP9	DAD1
XP_712432.2	A0A1D8PQG3	DAC1
XP_715436.1	Q5A0W9	CZF1
XP_722650.1	Q5AMR8	CYT2
XP_714886.1	A0A1D8PHA3	CYT1
XP_712961.1	Q59T95	CYS4
XP_716241.1	Q5A362	CYS3
XP_716974.2	A0A1D8PR83	CYR1
XP_716086.2	A0A1D8PKL0	CYP5
XP_721313.1	P22011	CYP1
XP_716075.1	Q5A301	CYM1
XP_718831.2	A0A1D8PDV9	CYK3
XP_715720.2	A0A1D8PN32	CYC3
XP_714415.1	P53698	CYC1
XP_720341.1	A0A1D8PQP7	CYB5
XP_722204.1	Q5AKX8	CYB2
XP_710804.1	Q59M50	CWT1
XP_712943.1	Q59TB3	CWR1
XP_716336.1	Q5A3K3	CWP419
XP_713776.1	Q59VX6	CWH8
XP_717916.2	A0A1D8PRY4	CWH43
XP_711869.2	A0A1D8PMH9	CWH41
XP_722174.2	Q5AL13	CWC26
XP_710662.2	Q59LQ5	CWC25
XP_719551.2	Q5ACW2	CWC24
XP_714416.2	Q59XY0	CWC22
XP_723559.2	Q5AP89	CWC21
XP_713807.1	Q59W50	CWC2
XP_711578.1	Q59PD3	CWC15
XP_721352.1	Q5AH24	CUP9
XP_019330862.1	A0A1D8PK00	CUP5
XP_722205.1	Q5AKX6	CUP2
XP_019330979.1	A0A1D8PNZ4	CUP1
XP_715882.2	A0A1D8PDI5	CUE5
XP_711420.2	Q59NY7	CUE1
XP_723536.1	Q5APB5	CUB1
XP_720359.1	A0A1D8PQM5	CTR9
XP_720544.2	Q5AGE5	CTR86
XP_709974.1	A0A1D8PEE7	CTR2
XP_711319.1	Q59NP1	CTR1
XP_019330860.1	A0A1D8PJV4	CTP1
XP_711005.1	Q59MQ8	CTN3
XP_712976.1	Q59T80	CTN1
XP_719373.1	A0A1D8PU71	CTM1
XP_714204.1	Q59XA3	CTF8
XP_710834.2	A0A1D8PPT2	CTF5
XP_717930.1	Q5A889	CTF18
XP_722546.2	A0A1D8PGH7	CTF1
XP_718138.2	A0A1D8PCF2	CTA9
XP_723461.2	Q5AQ33	CTA8
XP_720596.2	A0A1D8PNI3	CTA7
XP_715411.2	A0A1D8PMS5	CTA6
XP_716615.1	A0A1D8PKC2	CTA4
XP_019330703.1	A0A1D8PF53	CTA3
XP_719438.1	A0A1D8PUC0	CTA26
XP_721962.2	A0A1D8PP87	CTA24
XP_719071.2	A0A1D8PC38	CTA2
XP_716711.1	Q5A4P1	CTA1
XP_721851.1	Q5AK78	CSU57
XP_019330972.1	A0A1D8PNT3	CSU52
XP_712402.2	A0A1D8PQE8	CST5
XP_720551.1	P0CY24	CST20
XP_717199.2	A0A1D8PM73	CSR1
XP_718199.1	Q5A9D4	CSP37
XP_712624.2	A0A1D8PL45	CSP2
XP_710157.2	A0A1D8PSZ6	CSP1
XP_715539.2	A0A1D8PML8	CSO99
XP_714276.1	Q59X26	CSM3
XP_719422.1	A0A1D8PUA7	CSM1
XP_019330730.1	A0A1D8PFT5	CSK1
XP_716301.1	A0A1D8PFE1	CSI2
XP_711586.2	A0A1D8PLU5	CSH3
XP_711971.1	Q59QH2	CSH1
XP_710644.1	Q59LN9	CSE4
XP_722497.2	A0A1D8PGB8	CSA6
XP_715426.1	Q5A0X8	CSA2
XP_720404.1	G1UB63	CSA1
XP_712647.2	Q59SN6	CRZ2
XP_716600.1	Q5A4H5	CRZ1
XP_723470.2	A0A1D8PEI4	CRP1
XP_019331032.1	A0A1D8PQZ0	CRN1
XP_718640.1	A0A1D8PRR9	CRM1
XP_718153.1	Q5A904	CRL1
XP_714883.2	Q9Y7W4	CRK1
XP_721875.1	Q5AK54	CRH12
XP_720457.1	Q5AFA2	CRH11
XP_711979.2	A0A1D8PSY8	CRG1
XP_019330904.1	A0A1D8PL78	CRD2
XP_718264.1	Q5A967	CRC1
XP_711679.2	A0A1D8PRC2	CPY1
XP_719413.2	Q5ACI8	CPR6
XP_722595.1	Q5ALM6	CPR3
XP_723551.2	Q5APU2	CPP1
XP_712305.1	Q59RL7	CPH2
XP_713877.1	P43079	CPH1
XP_710306.1	A0A1D8PLT2	CPD2
XP_019331093.1	Q59PZ7	CPD1
XP_717912.1	Q5A8A6	CPA2
XP_722702.1	Q5AML6	CPA1
XP_019330787.1	A0A1D8PHI5	COX9
XP_019330786.1	A0A1D8PHJ3	COX8
XP_719926.2	A0A1D8PJG0	COX7
XP_019330760.1	A0A1D8PH08	COX6
XP_723445.1	Q5APK5	COX5
XP_722521.1	Q5ALV5	COX4
XP_717935.1	Q5A884	COX23
XP_019330723.1	Q5AL10	COX19
XP_019330746.1	A0A1D8PGA3	COX17
XP_719424.1	Q5ACH7	COX16
XP_711328.2	A0A1D8PPE8	COX15
XP_722517.1	Q5ALV9	COX13
XP_711544.1	Q59PA0	COX11
XP_723566.1	Q5APS5	COS111
XP_721924.2	A0A1D8PP59	COR1
XP_715703.2	A0A1D8PN46	COQ7
XP_721556.1	Q5AHZ4	COQ6
XP_714936.1	Q59ZE2	COQ5
XP_721506.2	Q5AI44	COQ4
XP_716710.1	Q5A4P2	COQ3
XP_719402.1	A0A1D8PU83	COQ2
XP_717601.1	Q5A799	COI1
XP_710917.2	Q59MF9	COG6
XP_712809.1	Q59T37	COG4
XP_019330950.1	A0A1D8PMW6	COF1
XP_721402.1	Q5AGX2	COE2
XP_714545.2	A0A1D8PIK8	COE1
XP_714288.1	A0A1D8PHJ7	CNT
XP_719014.1	Q5ABB8	CNS1
XP_710335.2	A0A1D8PKY1	CNH1
XP_721917.2	A0A1D8PP58	CNB1
XP_718995.2	A0A1D8PCA8	CMP1
XP_714400.1	Q59XV1	CMK2
XP_723124.1	Q5ANJ0	CMK1
XP_710838.1	A0A1D8PPT3	CMI1
XP_019330937.1	A0A1D8PMF8	CMD1
XP_710862.2	Q59MA9	CLU1
XP_712732.1	Q59ST8	CLP1
XP_715723.1	Q5A1N6	CLN3
XP_712352.1	Q59RN8	CLG1
XP_720027.2	Q5AED6	CLF1
XP_722666.1	Q5AMQ2	CLC1
XP_715235.1	Q5A0A9	CLB4
XP_722496.1	Q5ALY0	CLB2
XP_723573.1	Q5APR8	CLA4
XP_710663.1	Q59LQ4	CKS1
XP_720604.2	A0A1D8PNI6	CKB2
XP_719548.1	Q5ACW5	CKB1
XP_714889.1	Q59ZI9	CKA2
XP_719411.2	A0A1D8PUA2	CKA1
XP_019331074.1	A0A1D8PSH3	CIT1
XP_713015.2	A0A1D8PFB4	CIS312
XP_442675.2	A0A1D8PD48	CIS308
XP_711997.2	Q59KQ4	CIS305
XP_710314.1	Q59KQ4	CIS305
XP_712940.1	A0A1D8PH83	CIS303
XP_711838.1	Q59Q33	CIS302
XP_710485.2	A0A1D8PFZ3	CIS301
XP_719015.2	A0A1D8PC84	CIS2
XP_715770.2	A0A1D8PSB5	CIRT4B
XP_714320.2	A0A1D8PPI6	CIP1
XP_714330.1	A0A1D8PPJ1	CIC1
XP_720601.2	Q5AG86	CIA1
XP_712353.2	Q59RN6	CHZ1
XP_722560.1	Q5AM60	CHT4
XP_719348.1	P40954	CHT3
XP_721807.2	P40953	CHT2
XP_718674.1	Q5AAH2	CHT1
XP_717760.2	A0A1D8PJ29	CHS8
XP_718467.1	Q5AA40	CHS7
XP_716977.2	A0A1D8PR92	CHS6
XP_720931.1	O74161	CHS5
XP_716590.1	A0A1D8PK97	CHS4
XP_722148.2	A0A1D8PFK5	CHS3
XP_716433.1	A0A1D8PTV3	CHS2
XP_717009.1	Q5A594	CHS1
XP_710786.2	Q9Y7C4	CHR1
XP_710706.1	Q59LV5	CHO2
XP_713810.2	A0A1D8PF32	CHO1
XP_712239.2	A0A1D8PDB7	CHL4
XP_719450.1	Q5AD67	CHL1
XP_721017.2	Q5AHA0	CHK1
XP_710836.2	A0A1D8PPS9	CHC1
XP_719447.2	A0A1D8PGA8	CHA1
XP_716569.2	A0A1D8PME6	CGT1
XP_720472.2	P56553	CGR1
XP_713919.1	Q59WI7	CGR1
XP_716766.1	Q5A519	CGI121
XP_722169.1	A0A1D8PFM7	CGA1
XP_720510.2	Q5AFT3	CFT1
XP_715694.2	A0A1D8PN52	CFL5
XP_715695.2	A0A1D8PN54	CFL4
XP_716572.2	A0A1D8PME3	CFL2
XP_711774.1	Q59PZ9	CFL11
XP_716571.2	Q5A446	CFL1
XP_714559.1	Q59YD9	CFD1
XP_713432.2	A0A1D8PS67	CEX1
XP_718274.1	O93803	CET1
XP_723188.1	Q5ANC6	CEM1
XP_715894.2	A0A1D8PT38	CEK2
XP_715542.2	Q5A1D3	CEK1
XP_711356.2	P25997	CEF3
XP_723485.2	Q5APG6	CEF1
XP_710660.2	A0A1D8PNV9	CDS1
XP_717617.2	A0A1D8PE84	CDR4
XP_709954.2	A0A1D8PLV0	CDR3
XP_723169.1	P78595	CDR2
XP_710998.2	A0A1D8PK15	CDR11
XP_723209.2	Q5ANA3	CDR1
XP_717177.2	A0A1D8PM79	CDL1
XP_719530.1	Q5ACY4	CDH1
XP_716448.1	Q5A3Z5	CDG1
XP_721481.2	A0A1D8PCW7	CDC73
XP_714920.1	A0A1D8PHD2	CDC7
XP_715540.2	Q5A1D5	CDC68
XP_718229.2	A0A1D8PS12	CDC60
XP_716311.2	A0A1D8PFB8	CDC6
XP_722518.1	Q5ALV8	CDC55
XP_710791.1	A0A1D8PFE6	CDC54
XP_721751.1	Q5AJB7	CDC53
XP_718073.2	A0A1D8PQ78	CDC50
XP_718972.1	Q5ABG0	CDC5
XP_713945.1	Q59WG3	CDC48
XP_712587.2	A0A1D8PIE7	CDC47
XP_711479.1	Q59P49	CDC46
XP_710112.2	A0A1D8PTJ5	CDC45
XP_710190.2	A0A1D8PSW8	CDC43
XP_711878.1	P0CY33	CDC42
XP_718226.1	Q5A9A6	CDC4
XP_712097.2	A0A1D8PQD2	CDC39
XP_719095.1	Q8X1E6	CDC37
XP_721367.1	Q5AH09	CDC34
XP_019330636.1	A0A1D8PD83	CDC3
XP_713486.1	P43063	CDC28
XP_717922.1	A0A1D8PRX3	CDC27
XP_712727.2	P43069	CDC25
XP_714592.2	A0A1D8PNB5	CDC24
XP_716275.1	Q5A326	CDC23
XP_714328.2	A0A1D8PPK6	CDC20
XP_714934.1	P46614	CDC19
XP_714904.1	A0A1D8PHB0	CDC15
XP_019330990.1	Q59NH8	CDC14
XP_719034.1	Q5AB98	CDC13
XP_720471.2	Q5AFX2	CDC123
XP_019330627.1	A0A1D8PCY5	CDC12
XP_710520.1	G1UB61	CDC11
XP_717411.2	P39827	CDC10
XP_718660.1	A0A1D8PRN6	CDA2
XP_718064.2	A0A1D8PQ69	CCZ1
XP_715731.1	Q5A1M6	CCW14
XP_719058.1	Q5AB74	CCT8
XP_714622.1	Q59YH4	CCT7
XP_715435.2	A0A1D8PMN9	CCT6
XP_714877.1	Q59Z12	CCT5
XP_721912.1	Q5AK16	CCT3
XP_714573.1	Q59YC4	CCT2
XP_713893.1	Q59WC0	CCS1
XP_717638.2	Q5A761	CCR4
XP_714211.2	Q59X94	CCP2
XP_719937.2	Q5AEN1	CCP1
XP_714623.2	Q59YH3	CCN1
XP_718046.1	Q5A8W9	CCM1
XP_715531.1	Q5A1E4	CCJ1
XP_718121.1	Q5A936	CCH1
XP_717954.1	Q5A864	CCE1
XP_720634.1	Q5AG51	CCC2
XP_712749.1	Q59SS1	CCC1
XP_711449.1	Q59P03	CBR1
XP_711880.1	Q59QC6	CBP4
XP_716457.1	P31225	CBP1
XP_723591.2	Q5AP53	CBK1
XP_710717.1	O43101	CBF5
XP_019330942.1	Q5A1E3	CBF1
XP_717634.1	Q5A766	CAT8
XP_722663.1	Q5AMQ5	CAT2
XP_718818.1	O13289	CAT1
XP_722740.1	Q5AMH6	CAS5
XP_721767.2	A0A1D8PJ86	CAS4
XP_710203.2	A0A1D8PF81	CAS1
XP_713322.2	A0A1D8PL14	CAR2
XP_721843.1	A0A1D8PP00	CAR1
XP_720984.1	Q5AHD5	CAP4
XP_721702.2	Q5AJU7	CAP1
XP_717926.2	Q5A893	CAP01
XP_019330993.1	A0A1D8PPG4	CAN3
XP_714319.1	Q59WU0	CAN2
XP_714306.1	A0A1D8PPI5	CAN1
XP_712033.2	A0A1D8PNN8	CAM1-1
XP_019330876.1	A0A1D8PKC3	CAM1
XP_720917.2	A0A1D8PH53	CAK1
XP_721923.1	Q5AK05	CAG1
XP_723482.1	Q5AQ12	CAF20
XP_720013.2	Q5AEF0	CAF17
XP_711876.1	Q59QD0	CAF16
XP_711422.1	A0A1D8PNS7	CAC2
XP_720489.1	A0A1D8PLL1	CAC1
XP_717950.1	Q5A868	CAB3
XP_719433.1	A0A1D8PUC5	
XP_719430.1	A0A1D8PUC4	
XP_719429.1	A0A1D8PUA3	
XP_719425.1	A0A1D8PUA5	
XP_719423.1	A0A1D8PUC3	
XP_719421.1	A0A1D8PUB3	
XP_719407.1	A0A1D8PU98	
XP_719405.1	A0A1D8PUA4	
XP_719403.1	A0A1D8PU99	
XP_719401.1	A0A1D8PUA0	
XP_719392.1	A0A1D8PU90	
XP_719388.1	A0A1D8PU91	
XP_719382.1	A0A1D8PU87	
XP_719381.1	A0A1D8PU82	
XP_719380.1	A0A1D8PU79	
XP_719378.1	A0A1D8PU80	
XP_719376.1	A0A1D8PU84	
XP_719375.1	A0A1D8PU70	
XP_719369.1	A0A1D8PU68	
XP_719368.1	A0A1D8PU63	
XP_719366.1	A0A1D8PU73	
XP_719365.1	A0A1D8PU62	
XP_719363.1	A0A1D8PU64	
XP_719360.1	A0A1D8PU55	
XP_719358.1	A0A1D8PU57	
XP_719357.1	A0A1D8PU66	
XP_719356.1	A0A1D8PU60	
XP_719355.1	A0A1D8PU58	
XP_719353.2	A0A1D8PU51	
XP_719351.1	A0A1D8PU54	
XP_719350.1	A0A1D8PU42	
XP_719343.1	A0A1D8PU52	
XP_719342.1	A0A1D8PU53	
XP_019331122.1	A0A1D8PU47	
XP_719336.1	A0A1D8PU32	
XP_719330.1	A0A1D8PU41	
XP_719329.1	A0A1D8PU39	
XP_719318.1	A0A1D8PU35	
XP_719316.1	A0A1D8PU23	
XP_719315.1	A0A1D8PU26	
XP_719314.1	A0A1D8PU27	
XP_719309.1	A0A1D8PU28	
XP_711294.1	A0A1D8PU21	
XP_711297.1	A0A1D8PU04	
XP_711298.1	A0A1D8PU13	
XP_019331120.1	A0A1D8PU05	
XP_443374.1	A0A1D8PU11	
XP_711300.1	A0A1D8PU12	
XP_711301.1	A0A1D8PU08	
XP_019331118.1	A0A1D8PU09	
XP_711304.1	A0A1D8PU01	
XP_711305.1	A0A1D8PU00	
XP_711307.1	A0A1D8PTZ7	
XP_711311.1	A0A1D8PTZ6	
XP_716479.1	A0A1D8PTZ9	
XP_716478.1	A0A1D8PTZ2	
XP_019331117.1	A0A1D8PTZ3	
XP_019331116.1	A0A1D8PTY9	
XP_716471.1	A0A1D8PTY3	
XP_716470.1	A0A1D8PTY2	
XP_716464.1	A0A1D8PTZ5	
XP_716462.1	A0A1D8PTZ1	
XP_716460.1	A0A1D8PTX3	
XP_716456.1	A0A1D8PTY0	
XP_716455.1	A0A1D8PTX0	
XP_716450.1	A0A1D8PTW1	
XP_716445.1	A0A1D8PTW5	
XP_716444.1	A0A1D8PTW2	
XP_716441.1	A0A1D8PTX6	
XP_716440.1	A0A1D8PTW9	
XP_716439.1	A0A1D8PTX8	
XP_716438.1	A0A1D8PTV5	
XP_716437.1	A0A1D8PTV8	
XP_710204.2	A0A1D8PTV2	
XP_716434.1	A0A1D8PTV9	
XP_716432.1	A0A1D8PTV7	
XP_716430.2	A0A1D8PTW8	
XP_716423.1	A0A1D8PTU4	
XP_716420.1	A0A1D8PTU2	
XP_716418.1	A0A1D8PTT3	
XP_019331111.1	A0A1D8PTT8	
XP_716287.1	Q5A313	
XP_716286.1	Q5A314	
XP_716285.1	Q5A315	
XP_716280.1	Q5A320	
XP_716278.2	A0A1D8PTS8	
XP_716276.1	Q5A325	
XP_716274.1	Q5A327	
XP_716273.1	Q5A328	
XP_716270.1	Q5A331	
XP_716269.1	Q5A333	
XP_716261.1	Q5A340	
XP_019331109.1	A0A1D8PTR1	
XP_716256.1	Q5A345	
XP_019331108.1	A0A1D8PTR4	
XP_716254.1	Q5A348	
XP_716253.1	Q5A349	
XP_716252.1	Q5A350	
XP_716250.1	Q5A352	
XP_716247.1	Q5A355	
XP_716246.1	Q5A356	
XP_716245.1	Q5A357	
XP_019331106.1	A0A1D8PTQ7	
XP_716240.1	Q5A363	
XP_716238.1	A0A1D8PTN9	
XP_716233.2	A0A1D8PTP5	
XP_716232.1	Q5A371	
XP_716231.2	A0A1D8PTP3	
XP_716230.1	Q5A373	
XP_716222.2	A0A1D8PTN6	
XP_716219.1	Q5A385	
XP_716214.1	Q5A390	
XP_716211.2	A0A1D8PTP0	
XP_716207.1	Q5A398	
XP_714217.1	Q59X88	
XP_714219.1	Q59X87	
XP_714224.2	A0A1D8PTM0	
XP_714231.1	Q59X73	
XP_714233.2	A0A1D8PTL4	
XP_714234.2	A0A1D8PTM3	
XP_714238.1	Q59X65	
XP_711053.1	Q59MV2	
XP_711052.1	Q59MV3	
XP_711051.1	Q59MV4	
XP_711050.2	A0A1D8PTL1	
XP_711045.2	A0A1D8PTL3	
XP_019331102.1	A0A1D8PTL2	
XP_019331101.1	A0A1D8PTJ7	
XP_710210.1	A0A1D8PTJ6	
XP_710209.2	A0A1D8PTK4	
XP_710208.2	A0A1D8PTK2	
XP_710207.2	Q59N44	
XP_711141.1	Q59N43	
XP_711143.2	A0A1D8PTJ3	
XP_710400.2	A0A1D8PTJ1	
XP_710397.2	A0A1D8PTI6	
XP_710393.2	A0A1D8PTH8	
XP_712325.2	A0A1D8PTH4	
XP_712326.1	Q59RR5	
XP_712327.2	A0A1D8PTI1	
XP_712339.1	Q59RQ1	
XP_712341.2	A0A1D8PTH2	
XP_712342.2	A0A1D8PTH5	
XP_712344.2	A0A1D8PTG3	
XP_712345.2	A0A1D8PTF9	
XP_712349.1	Q59RP1	
XP_712350.2	A0A1D8PTG0	
XP_712354.2	A0A1D8PTF6	
XP_712358.2	A0A1D8PTF3	
XP_713089.2	A0A1D8PTF4	
XP_713091.2	A0A1D8PTE1	
XP_710053.2	Q59TZ9	
XP_710175.2	A0A1D8PTG1	
XP_710173.1	A0A1D8PTE7	
XP_710172.2	A0A1D8PTE6	
XP_712653.2	A0A1D8PTD8	
XP_712656.2	A0A1D8PTD5	
XP_712657.1	A0A1D8PTD6	
XP_712658.1	A0A1D8PTC5	
XP_710018.2	A0A1D8PTB7	
XP_711070.1	A0A1D8PTC7	
XP_711074.2	A0A1D8PTC0	
XP_019331096.1	A0A1D8PTB6	
XP_711081.2	A0A1D8PTC9	
XP_711084.1	Q59MT5	
XP_019331095.1	A0A1D8PTA8	
XP_711086.1	Q59MT3	
XP_711775.2	A0A1D8PT99	
XP_711772.1	Q59Q01	
XP_711770.2	A0A1D8PT92	
XP_711766.2	A0A1D8PT97	
XP_710034.2	A0A1D8PTA5	
XP_713071.2	A0A1D8PT91	
XP_713073.1	A0A1D8PT84	
XP_713074.1	A0A1D8PT80	
XP_713075.1	A0A1D8PT83	
XP_713076.2	A0A1D8PTA6	
XP_713084.1	Q59U07	
XP_710262.2	A0A1D8PT74	
XP_713512.1	Q59V65	
XP_713511.1	Q59V66	
XP_713510.1	Q59V67	
XP_713506.2	A0A1D8PT68	
XP_713504.1	Q59V73	
XP_713503.2	A0A1D8PT67	
XP_713502.2	A0A1D8PT65	
XP_713499.2	A0A1D8PT85	
XP_713497.1	A0A1D8PT61	
XP_713494.1	A0A1D8PT62	
XP_713490.2	A0A1D8PT54	
XP_441049.1	Q59V90	
XP_713488.2	Q59V93	
XP_441044.2	A0A1D8PT51	
XP_713484.2	A0A1D8PT49	
XP_713483.2	A0A1D8PT50	
XP_713482.2	A0A1D8PT46	
XP_713479.2	A0A1D8PT44	
XP_715891.2	A0A1D8PT66	
XP_715892.1	Q5A283	
XP_019331092.1	A0A1D8PT42	
XP_711689.1	Q59PU1	
XP_711690.2	A0A1D8PT35	
XP_711692.1	Q59PT8	
XP_711693.1	Q59PT7	
XP_711701.2	A0A1D8PT24	
XP_711702.2	A0A1D8PT31	
XP_711703.1	Q59PS7	
XP_711705.2	A0A1D8PT47	
XP_711707.1	Q59PS3	
XP_711708.1	Q59PS2	
XP_711710.1	Q59PS0	
XP_711716.1	Q59PR4	
XP_019331091.1	A0A1D8PT15	
XP_710801.1	Q59M53	
XP_710802.1	Q59M52	
XP_710803.2	A0A1D8PT11	
XP_710807.1	Q59M47	
XP_710163.1	A0A1D8PT04	
XP_710162.1	A0A1D8PSZ5	
XP_710161.1	A0A1D8PT01	
XP_710368.2	A0A1D8PT21	
XP_019331090.1	A0A1D8PSY6	
XP_710277.1	Q59KJ6	
